login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth,collab_breadth,5yr_public_commits,5yr_private_work,5yr_reviews_given,5yr_prs_opened
RecojEnterprisesDeJaVu,8.0,0.0,0.0,2.0,0,1,1,2,9,0,0,3
ExCodeCowboy,0.0,0.0,0.0,14.0,0,1,1,0,2,0,0,1
pervyyy999,0.0,0.0,0.0,3.0,11,1,1,0,0,0,0,2
airparadox,0.0,0.0,0.0,8.0,23,2,1,0,115,0,0,55
JackReis,6.0,1.0,0.0,14.0,6,1,2,3,63,978,0,7
pouriamoosavi,7.0,31.0,6.0,10.0,0,1,1,0,115,870,0,10
Real1236,3.0,0.0,0.0,7.0,0,1,1,0,533,0,0,35
Blescker,0.0,0.0,0.0,4.0,0,1,1,1,205,0,0,5
Ghdhdhdh,0.0,0.0,0.0,5.0,0,1,1,7,216,0,0,48
mtthidoteu,6.0,0.0,0.0,6.0,34,2,1,17,2627,889,35,121
jkind9,0.0,0.0,0.0,5.0,0,1,1,0,63,0,0,6
Andrevtlima,3.0,0.0,0.0,13.0,0,1,1,0,0,0,0,4
Thinker-Joe,0.0,0.0,0.0,5.0,0,1,1,1,43,0,0,7
TommyOh0428,1.0,2.0,0.0,4.0,0,1,1,7,347,483,59,70
rafaelmgr12,111.0,0.0,0.0,7.0,0,1,1,0,2191,1884,0,28
alienzhou,681.0,0.0,0.0,12.0,0,1,1,2,48,0,0,19
sellenth,8.0,0.0,0.0,9.0,0,1,1,0,1356,417,0,19
arbue,4.0,0.0,0.0,10.0,0,1,1,1,98,1003,7,49
Tharindu1222,2.0,0.0,0.0,2.0,0,1,1,0,46,324,0,2
correlworks,0.0,0.0,0.0,6.0,0,1,1,0,75,0,0,5
XyiFirth,0.0,0.0,0.0,4.0,0,1,1,0,60,0,0,1
BOUNORAli,0.0,0.0,0.0,2.0,0,1,1,0,46,0,0,0
hcam93,6.0,0.0,0.0,8.0,0,1,0,0,84,0,0,6
VorsinEO,0.0,0.0,0.0,11.0,0,1,1,0,46,23,0,1
andrewl3wis,7.0,0.0,0.0,14.0,0,1,1,1,56,793,0,6
ParadoxIsCoding,12.0,0.0,0.0,5.0,8,1,1,2,290,5,0,6
amirulirfn1,1.0,0.0,0.0,5.0,25,1,2,1,215,368,0,44
ChamodKalupahana,3.0,0.0,0.0,6.0,0,1,1,3,511,7192,0,73
Zero00502,1.0,0.0,0.0,4.0,0,1,1,0,18,0,0,1
himanshusharma930,0.0,0.0,0.0,2.0,1,1,1,1,9,12,0,4
TheroTheSerg,0.0,0.0,0.0,2.0,0,1,1,0,58,0,0,1
will-bell,5.0,0.0,0.0,6.0,0,1,1,0,236,137,0,10
thereealmango,0.0,0.0,0.0,1.0,0,1,1,0,10,0,1,1
TiebeDb,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
cmtat,0.0,0.0,0.0,11.0,0,1,1,0,168,0,0,13
HPelek,1.0,0.0,0.0,4.0,0,1,1,0,154,0,0,1
patrikgrill2020,0.0,0.0,0.0,1.0,4,1,2,0,2,0,0,3
msmans,0.0,0.0,0.0,10.0,0,1,1,0,0,0,0,0
nooogle,4.0,0.0,0.0,11.0,0,1,1,0,139,0,0,3
revivalsoft,0.0,0.0,0.0,4.0,0,1,1,0,56,0,0,1
rotemreiss,42.0,143.0,21.0,12.0,0,1,1,3,299,606,4,38
dlenarti,0.0,0.0,0.0,4.0,3,1,1,0,14,0,0,4
HaoTruong1204,0.0,0.0,0.0,3.0,0,1,1,0,18,0,0,2
dauberside,0.0,1.0,0.0,6.0,0,1,1,0,1229,0,0,13
PancakeZik,0.0,0.0,0.0,10.0,0,1,1,9,4,0,0,4
oandrz,1.0,0.0,0.0,10.0,0,1,1,0,136,0,2,9
mosatiii,0.0,0.0,0.0,6.0,5,1,2,16,38,389,0,106
Gigabaitius,0.0,0.0,0.0,1.0,0,1,1,0,212,0,0,9
yuor546,0.0,0.0,0.0,1.0,3,1,1,0,1,0,0,4
necronomican,0.0,0.0,0.0,12.0,0,1,1,1,3,0,0,10
dtrackerhero,0.0,0.0,0.0,5.0,0,1,1,1,0,0,0,2
Nivashyper,0.0,0.0,0.0,2.0,0,1,1,1,50,2,0,2
vanjo63,0.0,0.0,0.0,10.0,0,1,1,0,3,0,0,1
cc-source,0.0,0.0,0.0,7.0,0,1,1,0,4,0,0,1
noneuf,0.0,0.0,0.0,9.0,0,1,1,0,36,0,0,1
Demetri65,2.0,1.0,0.0,8.0,0,1,1,2,89,0,0,4
brandgul01,0.0,1.0,0.0,3.0,0,1,1,0,10,0,0,1
DaniilMusin,0.0,1.0,0.0,5.0,31,2,9,0,190,39,0,123
adrianoLombardo,0.0,0.0,0.0,6.0,0,1,1,0,956,0,1,434
hasan-gundogdu,3.0,1.0,1.0,9.0,0,1,1,0,6,11,0,1
KrummenauerKael,0.0,0.0,0.0,3.0,0,1,1,1,20,163,0,4
AlfG71,6.0,0.0,0.0,7.0,0,1,2,0,340,0,9,86
jujuyaspiskaidel,0.0,0.0,0.0,1.0,0,1,1,0,20,0,0,2
tharunkalluru,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,0
thiagoc-machado,4.0,0.0,0.0,4.0,0,1,1,0,1005,1140,0,5
evader,0.0,0.0,0.0,5.0,0,1,1,1,13,0,0,3
therealcisse,13.0,0.0,0.0,16.0,0,1,1,2,789,0,2,15
nquynh,0.0,0.0,0.0,11.0,0,1,1,0,1,0,0,1
aditya123123123123,0.0,0.0,0.0,5.0,0,1,1,0,27,0,0,2
electropearl,1.0,0.0,0.0,9.0,0,1,1,0,152,48,0,49
cuthbertyoungg,0.0,0.0,0.0,1.0,0,1,1,0,46,0,0,0
WorkableDirector,0.0,0.0,0.0,3.0,0,1,1,0,97,0,0,20
Chaste-Djaziri,7.0,0.0,0.0,4.0,0,1,1,5,464,993,0,51
tomipoch,7.0,0.0,0.0,5.0,0,1,1,1,205,0,0,5
Wikonire,0.0,0.0,0.0,10.0,0,1,1,3,562,0,0,1
Probiwinz,0.0,0.0,0.0,5.0,0,1,1,0,3,0,0,5
justinj8,0.0,0.0,0.0,6.0,0,1,2,0,121,159,0,17
Nithu0,0.0,0.0,0.0,2.0,0,1,1,0,3,0,0,1
SNP007Flip,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
jusrainey,0.0,0.0,0.0,3.0,0,1,1,0,27,0,0,1
Klein237,0.0,0.0,0.0,3.0,0,1,1,4,209,0,4,34
kinqwan0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,2
a13xrzteach,2.0,0.0,0.0,3.0,0,1,1,0,91,0,0,3
Oddscorp-AI,0.0,0.0,0.0,1.0,13,1,2,0,71,0,0,25
mgarbanzo,6.0,0.0,2.0,15.0,0,1,1,0,111,0,0,1
zhaohui90-lee,2.0,0.0,0.0,9.0,0,1,1,0,1,11,0,4
Chillohillo,0.0,0.0,0.0,2.0,0,1,1,0,2,0,1,16
prathyushpv,4.0,0.0,0.0,13.0,7,1,1,9,137,1037,89,166
Melissa88888,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
kg51548,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
clairernovotny,869.0,0.0,0.0,14.0,0,1,1,29,1211,205,117,172
Juanflu,6.0,0.0,0.0,14.0,0,1,1,0,1,0,0,0
PhanindraParashar,3.0,0.0,0.0,7.0,0,1,1,1,59,0,1,10
jjohare,15.0,0.0,0.0,7.0,0,1,1,30,1858,3751,0,39
cutinsideSEO,0.0,0.0,0.0,1.0,0,1,1,0,73,0,0,2
Stewinjo,0.0,0.0,0.0,7.0,0,1,1,0,37,253,0,6
cxdima,0.0,0.0,0.0,8.0,0,1,1,4,3,45,0,3
hirobel,5.0,0.0,0.0,16.0,0,1,1,0,38,0,0,6
bseib,1.0,0.0,0.0,14.0,0,1,1,0,85,6682,3,10
MatheusDourado,6.0,0.0,0.0,9.0,0,1,1,0,147,0,0,11
amir01mn,1.0,0.0,0.0,5.0,0,1,1,2,76,16,0,5
mkoenings,1.0,0.0,0.0,16.0,0,1,1,1,8,0,0,1
velhud,1.0,1.0,0.0,3.0,0,1,1,1,113,4891,0,3
ksanetgestora,0.0,0.0,0.0,4.0,0,1,1,0,1,0,0,1
ixiion001,1.0,1.0,0.0,6.0,0,1,1,0,4,0,0,2
00x71,0.0,0.0,0.0,5.0,0,1,1,0,0,0,1,3
Fardeen802,0.0,0.0,0.0,4.0,0,2,1,0,31,0,0,11
tetdavann,1.0,0.0,0.0,4.0,0,1,1,0,43,0,0,3
Nicfro40,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
PatrickR89,2.0,4.0,0.0,5.0,0,1,1,0,1606,0,0,17
leonardocuco,1.0,0.0,0.0,7.0,0,1,1,3,17,0,0,2
mpdwyer2367,0.0,0.0,0.0,8.0,0,1,1,0,2,0,0,1
protechtimenow,1.0,0.0,0.0,3.0,0,1,1,0,268,13,0,5
DilshodbekIkromov,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
melonJe,0.0,0.0,0.0,4.0,11,1,1,0,19,1426,0,0
MissingPackage,0.0,1.0,0.0,10.0,0,1,1,2,51,130,2,22
Hamza-037,1.0,0.0,0.0,2.0,0,1,1,0,84,0,0,2
chiora93,5.0,0.0,0.0,12.0,0,1,1,1,17,0,0,3
jwarm69,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
CrysKilljoy,1.0,0.0,0.0,6.0,0,1,1,9,0,0,0,1
eugenekim90,0.0,0.0,0.0,2.0,0,1,1,0,112,36,0,2
Rllawrence03,0.0,0.0,0.0,3.0,0,1,1,0,4,0,0,0
artlzo,1.0,0.0,0.0,10.0,0,1,1,0,21,0,0,2
djimenezz,0.0,0.0,0.0,12.0,0,1,1,0,6,0,0,2
nitsuj,0.0,0.0,0.0,14.0,0,1,1,0,233,0,0,1
erikmuttersbach,27.0,0.0,0.0,14.0,0,1,1,1,5,0,0,3
YSL4L,0.0,0.0,0.0,5.0,0,1,1,0,26,0,0,4
xx2416,1.0,0.0,0.0,4.0,0,1,1,1,116,0,0,2
jxwalker,0.0,0.0,0.0,13.0,0,1,1,3,297,211,5,89
rodrigeo1355,0.0,0.0,0.0,3.0,0,1,1,0,3,0,0,1
BluchipStudio,2.0,0.0,0.0,4.0,0,1,1,0,0,0,0,3
Gormagrim,0.0,0.0,0.0,8.0,0,1,1,0,2,0,0,1
ginyup,0.0,0.0,0.0,14.0,0,1,1,0,0,0,0,2
Mayv3,1.0,0.0,0.0,4.0,0,1,1,0,868,7,0,7
bacanapps,14.0,0.0,0.0,15.0,0,1,1,0,321,0,0,2
papa-scz,0.0,0.0,0.0,2.0,0,1,1,0,64,0,0,7
aghoneim92,24.0,1.0,0.0,10.0,0,1,2,0,4,524,0,10
ryanoZphoto,0.0,0.0,0.0,3.0,0,1,1,1,614,0,0,66
0xV4L3NT1N3,50.0,1.0,0.0,9.0,5,1,2,2,102,3493,0,14
PhilHanly,0.0,0.0,0.0,1.0,0,1,1,0,24,0,0,1
Xamflex6,2.0,0.0,0.0,3.0,0,1,1,4,229,0,0,30
aaafreen,0.0,0.0,0.0,9.0,0,1,1,0,0,0,0,1
Blasted246,0.0,0.0,0.0,4.0,0,1,1,12,19,4,0,9
oreokekse,0.0,1.0,0.0,3.0,0,1,1,0,2,218,0,2
vasherstov,0.0,0.0,0.0,4.0,0,1,1,0,11,0,0,2
grsurgeon001,0.0,0.0,0.0,4.0,0,1,1,0,17,0,0,1
Vedanthsg,0.0,2.0,0.0,4.0,0,1,2,0,47,19,0,2
Zzzlaya,12.0,0.0,1.0,11.0,0,1,1,0,0,2,0,1
rdcre8tive,0.0,0.0,0.0,3.0,35,1,1,0,117,0,1,4
salehtl,4.0,0.0,0.0,7.0,0,1,1,0,77,189,0,0
stevelaver,0.0,0.0,0.0,9.0,0,1,1,0,0,0,0,4
Hunter5Thompson,3.0,0.0,0.0,10.0,0,1,1,2,112,0,0,61
skyarkitekten,58.0,0.0,0.0,15.0,0,1,1,28,117,0,15,28
demtomi,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
mountain,364.0,8.0,0.0,18.0,0,1,1,20,2908,7548,0,63
anaef,5.0,0.0,0.0,10.0,0,1,1,0,603,1,0,5
hearstalexandria,1.0,0.0,0.0,5.0,0,1,1,1,6,874,1,4
introvert,26.0,0.0,0.0,17.0,0,1,1,9,115,0,0,10
derekbmoore,0.0,0.0,0.0,7.0,0,1,1,17,1697,0,0,3
WQGGSEY,0.0,0.0,0.0,4.0,0,1,1,0,29,0,0,3
AccelAnalysis,0.0,0.0,0.0,2.0,0,1,1,0,519,0,0,77
velijv,22.0,0.0,2.0,13.0,0,1,1,1,650,0,0,33
ALiao18,1.0,0.0,0.0,5.0,0,1,1,0,116,0,0,1
JaredChangSWE,5.0,0.0,0.0,12.0,0,1,1,0,62,0,0,10
amilapcsgit,0.0,1.0,0.0,1.0,0,1,1,1,77,3,0,25
todie,4.0,0.0,0.0,12.0,0,1,1,9,11,531,4,10
Adam30313,0.0,0.0,0.0,2.0,0,1,1,0,14,0,0,5
parti-zanu,1.0,0.0,0.0,10.0,0,1,1,0,15,0,0,1
gopireddyk,0.0,0.0,0.0,8.0,0,1,1,0,2,0,0,1
viguiry,0.0,0.0,0.0,7.0,0,1,1,0,0,0,0,1
Marte1978,0.0,0.0,0.0,6.0,0,1,1,0,0,0,0,1
AmanKishore,22.0,0.0,0.0,11.0,0,1,1,3,367,2542,31,57
adamsteier,0.0,0.0,0.0,5.0,0,1,1,0,525,0,0,1
nccoopadmin,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,1
kgleader,4.0,1.0,0.0,8.0,0,1,1,0,622,411,0,9
danhyunkim,1.0,0.0,0.0,8.0,0,1,1,0,55,0,0,6
caltran117,0.0,0.0,0.0,5.0,0,1,1,0,289,0,3,29
millieseow123,2.0,1.0,0.0,4.0,0,1,1,0,113,0,2,1
Masumi-Morishige,1.0,0.0,0.0,3.0,0,1,1,2,12,0,0,2
limerainne,16.0,11.0,6.0,12.0,0,1,1,1,15,0,0,8
EmilianoRosico,1.0,0.0,0.0,6.0,0,1,1,0,175,0,0,1
nextagencyio,43.0,23.0,4.0,15.0,0,1,1,2,1919,4600,2,111
aliycetin,0.0,0.0,0.0,2.0,0,1,1,0,3,0,0,1
elliott-leow,16.0,0.0,0.0,6.0,0,1,1,2,86,257,0,3
panaali,44.0,0.0,0.0,15.0,0,1,1,1,14,0,1,7
CarlosOrigami,0.0,0.0,0.0,2.0,0,1,1,0,42,0,0,1
nchudleigh,95.0,0.0,0.0,13.0,0,1,1,11,191,6665,14,28
ppusateri,1.0,0.0,0.0,9.0,0,1,1,3,0,0,0,0
EDUNI11,0.0,3.0,0.0,4.0,0,1,1,1,343,0,0,5
kemuriCode,2.0,0.0,0.0,10.0,0,1,1,0,90,55,0,2
Felipeleii,0.0,0.0,0.0,3.0,0,1,1,0,0,0,0,0
diegolagreca,1.0,0.0,0.0,12.0,0,1,1,1,131,0,0,2
sheetizen-app,0.0,0.0,0.0,1.0,0,1,1,0,14,0,0,5
ValentinBancel,6.0,0.0,0.0,5.0,0,1,1,5,479,1132,2,100
sseanliu,19.0,0.0,0.0,5.0,0,1,1,8,396,2852,0,21
chrisluo5311,13.0,0.0,1.0,5.0,0,1,1,2,1188,289,0,8
sugitakuwo,4.0,0.0,0.0,9.0,0,1,1,2,18,0,0,4
adrastaea,1.0,0.0,0.0,5.0,0,1,1,6,126,570,76,84
Git-krishn,0.0,0.0,0.0,7.0,0,1,1,0,41,0,0,1
UriBer,5.0,0.0,7.0,12.0,0,1,1,1,152,979,1,23
Aravindkrishna2010,0.0,0.0,0.0,11.0,0,1,1,0,4,0,0,1
Metroiceking,0.0,0.0,0.0,7.0,0,1,1,0,0,0,0,0
brainx,0.0,0.0,0.0,11.0,0,2,1,0,0,0,0,0
Ellsworth,8.0,0.0,0.0,13.0,0,1,1,0,110,357,0,7
appleater7,5.0,0.0,0.0,8.0,0,1,1,0,15,0,0,3
ecsaganda,0.0,0.0,0.0,7.0,0,1,1,0,1,0,0,1
Romeon97,0.0,0.0,0.0,5.0,0,1,1,0,5,0,0,2
ChatGptBasrah,0.0,0.0,0.0,1.0,0,1,1,0,4,0,0,1
jayhaja,1.0,0.0,0.0,7.0,0,1,1,0,129,0,0,1
emmnunes,36.0,0.0,0.0,14.0,0,1,1,1,78,1993,0,39
ZInfinitum,0.0,0.0,0.0,1.0,0,1,1,0,46,0,0,1
dhippo,12.0,0.0,0.0,9.0,0,1,1,2,291,287,0,4
FloB0,2.0,0.0,0.0,4.0,0,1,1,0,141,0,0,2
Kakash111,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,1
djoyromeo-git,7.0,6.0,3.0,7.0,0,1,1,0,30,3658,0,3
anikitin2507,0.0,0.0,0.0,11.0,0,1,1,0,45,0,0,2
GuiSchet,10.0,0.0,0.0,7.0,0,1,1,5,120,221,0,8
VenoomTV,0.0,0.0,0.0,8.0,0,1,1,0,0,0,0,1
antoinebou12,158.0,0.0,0.0,11.0,0,1,1,17,2226,2014,15,240
romain13190,1.0,0.0,2.0,4.0,0,1,1,4,47,0,0,15
anthowest,21.0,1.0,0.0,6.0,0,1,1,0,259,96,3,33
williamkalogeropoulos,0.0,0.0,0.0,2.0,0,1,1,0,91,0,0,1
Legobrah,0.0,0.0,0.0,14.0,0,1,1,0,4,0,0,2
BerliJob,0.0,0.0,0.0,2.0,0,1,1,0,1,0,0,1
luozeyu1024,0.0,0.0,0.0,4.0,0,1,1,4,193,0,0,1
Lubomir-Becka,1.0,0.0,0.0,5.0,0,1,1,0,93,0,0,1
Rhvision,0.0,0.0,0.0,11.0,0,1,1,0,1,0,0,1
Benjamin-K,1.0,0.0,0.0,14.0,0,1,1,18,113,139,14,27
harsh7913,0.0,0.0,0.0,4.0,2,1,1,0,66,0,0,6
AshNaidoo1995,0.0,0.0,0.0,4.0,0,1,1,0,1,0,0,1
Shacosky,1.0,0.0,0.0,9.0,0,1,1,0,9,0,0,2
philip-blachier-personal,0.0,0.0,0.0,2.0,0,1,1,0,22,0,0,3
John-MiracleWorker,0.0,0.0,0.0,7.0,0,1,1,1,332,0,0,51
fangwei007,7.0,0.0,0.0,13.0,0,1,1,0,2,0,0,1
bloodysnowx,8.0,0.0,0.0,14.0,0,1,1,0,42,0,0,2
nhipm-nec,0.0,0.0,0.0,2.0,0,1,1,1,5,0,0,2
Nakamiro,0.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
pdohr33,1.0,0.0,0.0,7.0,0,1,1,0,21,0,0,1
Giuzntt,10.0,0.0,0.0,10.0,0,1,1,0,347,0,0,16
fadein,73.0,0.0,0.0,15.0,0,1,1,2,162,0,1,9
harrybridgen,5.0,0.0,0.0,4.0,0,1,1,8,541,832,0,6
caioyo,0.0,0.0,0.0,3.0,0,1,1,0,4,0,0,1
CoderBeco,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
danielyudicarvalho,6.0,0.0,0.0,10.0,0,1,1,0,101,0,0,15
nemtsov,131.0,869.0,42.0,18.0,0,1,1,2,18,67,1,5
behbahani-trader,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
olufemifadipe,0.0,1.0,0.0,4.0,0,1,1,0,16,0,0,1
dheimemocelin,0.0,0.0,0.0,4.0,0,1,1,0,153,37,0,5
yashdamani,6.0,0.0,0.0,10.0,0,1,1,4,32,1650,16,26
6200279,0.0,0.0,0.0,8.0,0,1,1,1,28,653,0,12
EthanFrou1,0.0,0.0,0.0,2.0,0,1,1,0,130,0,0,21
adurban93,0.0,0.0,0.0,3.0,0,2,1,0,0,0,0,0
nirnir,0.0,0.0,0.0,14.0,0,1,1,0,0,0,0,0
7huannn,1.0,1.0,0.0,3.0,0,1,1,1,155,0,0,2
Muhammad-Git,1.0,0.0,0.0,5.0,0,1,1,0,169,0,0,1
bean980310,0.0,5.0,0.0,11.0,0,1,1,1,1495,0,2,26
anirudhadasgupta,0.0,0.0,0.0,3.0,0,1,1,1,95,2918,0,61
florivz,4.0,0.0,0.0,6.0,0,1,1,0,163,0,2,60
C-Shi-52,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,1
juandavidaa,0.0,0.0,0.0,11.0,0,1,1,0,33,0,0,6
HP486379,0.0,0.0,0.0,1.0,0,1,1,0,822,0,0,142
Betafer,0.0,0.0,0.0,13.0,0,1,1,2,0,0,0,1
mlarese,18.0,1.0,0.0,12.0,0,1,1,0,72,0,0,8
Bensirpent07,0.0,0.0,0.0,12.0,0,1,1,0,45,0,0,1
Bahaaayman,0.0,0.0,0.0,4.0,0,1,1,0,10,0,0,2
xarysss,0.0,0.0,0.0,2.0,0,1,1,2,36,78,0,2
colorpulse6,10.0,1.0,0.0,8.0,1,1,1,0,845,10071,1,46
JuanCJR,3.0,0.0,0.0,7.0,0,1,1,1,538,0,1,111
ninonick0607,3.0,0.0,0.0,6.0,0,1,1,0,289,0,0,6
amir-rezaei,5.0,0.0,0.0,9.0,0,1,1,0,2,0,0,1
dewanandhika,0.0,0.0,0.0,4.0,0,1,1,1,52,0,0,2
sebastiandiaz21,0.0,0.0,0.0,8.0,0,1,1,1,19,0,0,1
BuloZB,26.0,0.0,0.0,16.0,0,1,1,0,35,0,1,894
houseboy-prodigy,0.0,0.0,0.0,6.0,0,1,1,0,37,0,0,3
nqdd,7.0,0.0,0.0,6.0,0,1,1,3,163,573,1,12
Cobb-Andrew4529,0.0,0.0,0.0,1.0,0,1,1,0,1,0,0,1
LucasPreviato,2.0,0.0,0.0,7.0,0,1,1,7,488,671,13,62
Jaimini-123,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,1
bezaleluriel,0.0,0.0,0.0,10.0,0,1,1,1,3,0,0,1
rshkong,2.0,0.0,0.0,3.0,0,1,1,1,12,0,0,0
8dnvp2m3q,0.0,0.0,0.0,3.0,0,1,1,0,10,0,0,4
afrkmnrc,5.0,2.0,0.0,5.0,0,1,1,0,11,0,0,1
umarswe,2.0,0.0,0.0,3.0,0,1,1,0,132,0,0,1
JayDalool,1.0,0.0,0.0,3.0,0,1,1,0,56,58,1,3
wenzu404,0.0,0.0,0.0,5.0,0,1,1,0,0,0,0,0
fwhall,0.0,0.0,0.0,11.0,0,1,1,0,0,0,0,1
KimHongsoon-learnmore,0.0,0.0,0.0,2.0,0,1,1,0,36,0,0,1
jurec420,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,1
themizzi,18.0,0.0,0.0,14.0,0,1,1,0,1369,1891,3,60
nurrizkyimani,26.0,0.0,0.0,9.0,0,1,1,0,75,225,0,10
cddurgun,0.0,0.0,0.0,3.0,0,1,1,0,115,0,0,1
patrickoliveras,9.0,0.0,0.0,11.0,0,1,1,0,7,9701,0,1
YusefAtteyih,0.0,0.0,0.0,1.0,0,1,1,0,2,0,1,2
y-f-tonkatsu,5.0,0.0,0.0,14.0,0,1,1,0,205,0,0,1
ygCEO,1.0,0.0,0.0,2.0,0,1,1,0,5,243,0,1
ap376172,0.0,0.0,0.0,2.0,0,1,1,1,0,0,0,3
Ludelag,0.0,0.0,0.0,6.0,0,1,1,3,0,0,0,1
davidpv96,3.0,0.0,0.0,9.0,0,1,1,0,608,0,14,17
jenabali,0.0,0.0,0.0,7.0,0,1,2,0,33,0,0,2
xander-haj,40.0,0.0,0.0,4.0,1,1,2,3,447,0,0,14
mistermongi,0.0,0.0,0.0,10.0,0,1,1,0,1,0,0,1
zeddy89,0.0,0.0,0.0,7.0,0,1,1,0,30,0,0,0
maluxz,2.0,1.0,0.0,8.0,0,1,1,0,151,27,0,2
Rochikh,0.0,0.0,0.0,2.0,0,1,1,1,338,0,0,11
fjgonzalez25691,0.0,0.0,0.0,4.0,0,1,1,0,181,0,0,10
JuniorDaliessi,13.0,0.0,0.0,5.0,0,1,1,1,206,0,0,8
jjdlg361,0.0,0.0,0.0,4.0,0,1,1,0,52,5,0,1
afonsobspinto,51.0,0.0,0.0,10.0,0,1,1,6,1648,1082,235,466
santiagozevallosq,0.0,0.0,0.0,1.0,0,1,1,0,22,0,0,1
lumusa2design,134.0,20.0,0.0,5.0,0,1,1,8,1009,1,82,112
bohrlabs,0.0,0.0,0.0,2.0,0,1,1,0,23,0,0,1
wnsgud723,0.0,0.0,0.0,8.0,0,1,1,0,3,0,0,2
gen035,2.0,0.0,0.0,14.0,0,1,1,0,565,5,0,80
JanaRamal,1.0,0.0,0.0,4.0,0,1,1,0,1,0,0,2
shahafp,2.0,0.0,0.0,8.0,0,1,1,3,11,0,0,8
sbaidan26,1.0,0.0,0.0,2.0,0,1,1,1,76,0,0,2
benjabaza1,0.0,0.0,0.0,4.0,0,1,1,0,16,0,0,0
Kodeks89,0.0,0.0,0.0,1.0,0,1,1,0,3,0,0,2
mezbauddin,23.0,0.0,0.0,11.0,0,1,1,1,200,850,0,11
dorangao,1.0,0.0,0.0,13.0,0,1,1,0,65,1955,1,4
Harinn16,0.0,0.0,0.0,1.0,0,1,1,1,4,0,0,1
AwitaRefrescante,0.0,0.0,0.0,2.0,0,1,1,0,3,0,0,1
karenpiper,0.0,0.0,0.0,1.0,0,1,1,0,41,0,0,1
julianships,0.0,0.0,0.0,1.0,0,1,1,0,42,469,0,1
gourabop3,0.0,0.0,1.0,1.0,29,1,15,3,140,0,0,39
tedbarnett,35.0,0.0,0.0,15.0,0,1,1,1,432,1923,0,4
Keithlazer,0.0,0.0,0.0,3.0,0,1,1,0,217,0,1,2
tnfssc,0.0,2.0,1.0,9.0,8,1,3,13,1285,1962,18,142
yellanithin,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,0
kuailexiaopanxie,0.0,0.0,0.0,1.0,0,1,1,0,2,0,0,0
Shiv13angi,0.0,0.0,0.0,1.0,0,1,1,0,4,0,0,1
schimfim,2.0,0.0,0.0,13.0,11,1,4,1,3,0,1,13
hduale13,1.0,0.0,0.0,5.0,0,1,1,0,87,0,0,4
amiraliol,0.0,0.0,0.0,1.0,1,1,1,0,11,0,0,2
CherepinRO,0.0,0.0,0.0,10.0,0,1,1,0,3,0,0,0
rodolVargasdev,6.0,0.0,0.0,4.0,0,1,1,0,165,252,2,5
assem449,2.0,0.0,0.0,3.0,0,1,1,2,83,235,0,10
asaander719,0.0,0.0,0.0,6.0,15,1,2,0,0,0,0,0
Eshwar1002,0.0,0.0,0.0,4.0,0,1,1,1,42,0,0,2
Aesay66,0.0,0.0,0.0,2.0,0,1,1,0,0,0,0,1
JoeBrosnihan,17.0,0.0,0.0,12.0,8,1,1,0,53,0,0,6
Kirtan-Dandwani,0.0,0.0,0.0,3.0,0,1,1,0,22,0,0,3
nathanaelrobinson,6.0,0.0,0.0,10.0,0,1,1,0,26,1653,0,0
0xmichalis,230.0,1.0,0.0,13.0,1,1,1,21,2011,6712,126,279
OmarOsama234,0.0,0.0,0.0,1.0,5,1,2,0,14,0,0,0
Lopez-andres,1.0,0.0,0.0,3.0,0,1,1,5,53,0,0,7
mARCINEK2244,0.0,0.0,0.0,1.0,0,1,1,1,7,0,0,2
AbhijeetRaj646,2.0,0.0,0.0,4.0,15,1,1,0,151,81,0,14
4M5,0.0,0.0,0.0,5.0,0,1,1,1,30,0,0,1
aliBordbar1992,1.0,0.0,0.0,8.0,0,1,1,2,227,0,0,3
NajiNabulsi,0.0,0.0,0.0,7.0,6,1,1,0,26,0,0,3
Raywh,4.0,0.0,0.0,8.0,0,1,1,1,65,0,5,41
thenadev,1.0,0.0,0.0,9.0,0,1,1,0,269,0,0,6
hkrishna42,0.0,0.0,0.0,10.0,0,1,1,0,20,0,0,2
wooncloud,20.0,0.0,0.0,10.0,6,1,3,2,757,1053,0,41
