login,followers,max_stars,max_forks,account_age,agent_activity_span_days,agent_diversity,agentic_repo_breadth
CiaphasC,2.0,0.0,0.0,2,28,1,1
zwanski2019,11.0,0.0,0.0,7,6,1,1
Goataraz,0.0,0.0,0.0,8,0,1,2
Nostoi,0.0,1.0,0.0,12,42,1,4
rololevy,1.0,0.0,0.0,5,1,1,1
elh0mbr3,2.0,0.0,0.0,2,1,1,2
GraceGuideAI,0.0,0.0,0.0,1,41,1,1
BrunoRochaBelo,0.0,0.0,0.0,4,36,1,4
ArcAF1,0.0,0.0,1.0,3,12,1,5
dudgeon,8.0,1.0,0.0,18,40,1,5
CyberCastle,4.0,0.0,0.0,15,51,1,3
fernandoseguim,43.0,0.0,0.0,11,0,1,1
Wowfullbar,0.0,0.0,0.0,10,1,1,1
rburns124,0.0,0.0,0.0,1,6,1,2
LtRusty1,0.0,0.0,0.0,1,5,1,1
fredrikgrahm,0.0,0.0,0.0,6,1,1,1
EmmanuelTheCreator,0.0,1.0,0.0,1,48,1,1
gritzmo,0.0,0.0,0.0,1,36,1,5
HelgasonF,0.0,0.0,0.0,1,2,1,1
aaditi2,7.0,0.0,1.0,4,32,1,4
khanukov,11.0,0.0,0.0,11,37,1,1
nefiger,15.0,0.0,0.0,15,2,1,1
shahinrtm,0.0,0.0,0.0,6,0,1,1
dskill,3.0,1.0,0.0,15,34,2,2
anatamien,1.0,0.0,0.0,4,0,1,1
mrshih,2.0,0.0,0.0,13,0,1,1
Malomalsky,3.0,0.0,0.0,9,2,1,1
Shtomuch,5.0,9.0,0.0,3,0,1,1
devinat1,4.0,0.0,0.0,11,12,1,2
TheJollyCoder,0.0,0.0,0.0,3,7,1,2
AmanYadav20-5-04,0.0,0.0,0.0,1,17,1,3
JakeLevere,0.0,1.0,0.0,11,46,1,1
Solcraftl2,0.0,0.0,0.0,1,9,1,2
mjkwon-genie,0.0,0.0,0.0,1,1,1,1
lulaide,5.0,1.0,0.0,4,0,1,1
dasunsucharith,1.0,0.0,0.0,12,16,1,6
anyulled,57.0,0.0,0.0,17,0,1,1
CainKilled,3.0,1.0,0.0,2,39,1,1
explicit09,0.0,1.0,0.0,3,8,1,4
blduffie,0.0,1.0,0.0,10,0,1,1
n8behavior,8.0,0.0,0.0,15,26,1,2
nguyenanlc9,0.0,0.0,0.0,3,0,1,2
heyharmon,2.0,0.0,1.0,12,69,1,2
techmakura,1.0,0.0,0.0,1,26,1,1
King-Snakes,0.0,0.0,0.0,1,2,1,2
nkotak,6.0,0.0,0.0,7,19,1,1
puriso,2.0,1.0,0.0,11,46,1,1
partialdata,8.0,0.0,0.0,13,0,1,1
Grandthefthx,1.0,0.0,0.0,3,3,1,1
xocelyk,14.0,2.0,0.0,5,36,1,2
Aldana4462,0.0,0.0,0.0,1,24,1,14
TykoDev,0.0,2.0,0.0,2,0,1,1
abujeda,0.0,0.0,0.0,10,47,1,2
embp14,0.0,0.0,0.0,1,41,1,1
ksong0xd,7.0,0.0,0.0,13,0,1,1
StoreNowEnergy,0.0,0.0,0.0,1,5,1,1
LAPrice90,0.0,1.0,0.0,2,37,1,3
eiji5520,0.0,0.0,0.0,6,2,1,1
LucaDelmarche,0.0,0.0,0.0,3,18,1,2
GeneralBorN,0.0,0.0,0.0,5,3,1,1
RomanOdokienko,0.0,0.0,0.0,4,32,1,2
Alex128-ai,0.0,0.0,0.0,1,0,1,2
valentin-iordanov,0.0,0.0,0.0,6,35,1,2
TinyAxolotl,0.0,0.0,0.0,7,0,1,1
ericTsiliacos,10.0,1.0,0.0,15,4,1,1
alberthnahas,3.0,0.0,0.0,5,0,1,1
lbadilla1970,0.0,0.0,0.0,10,15,1,4
bcsirt,15.0,0.0,0.0,13,0,1,1
BG-R,0.0,0.0,0.0,1,2,1,2
MrGr33n98,0.0,0.0,0.0,5,48,1,13
Mugen-Houyou,18.0,1.0,1.0,8,15,1,3
BFelipeJV,1.0,0.0,0.0,5,0,1,1
udhaya20082003,0.0,0.0,0.0,3,0,1,1
zNirro,0.0,0.0,0.0,5,0,1,1
bakamarudasi,0.0,1.0,0.0,6,57,1,1
MATTYGILO,2.0,6.0,1.0,9,1,1,1
Sbusiso-911,0.0,1.0,0.0,2,17,1,1
jessfraz,13406.0,0.0,0.0,14,0,1,1
ChristopheZhao,4.0,116.0,38.0,10,10,2,2
SaurabhScripts,0.0,0.0,0.0,3,11,1,2
frankvdb7,1.0,1.0,0.0,13,49,1,3
im23b-busere,10.0,2.0,2.0,3,24,1,2
pichiu,1.0,0.0,0.0,7,1,1,1
wuntoguo,1.0,0.0,0.0,12,0,1,1
bmoz23,1.0,0.0,0.0,2,0,1,1
adudeonthenet,0.0,0.0,0.0,9,0,1,1
ExplodingCB,1.0,0.0,0.0,5,36,2,1
Numberbis,0.0,0.0,0.0,5,4,1,2
vikast908,0.0,0.0,0.0,10,0,1,1
LocalSymmetry,4.0,11.0,1.0,10,73,1,1
marcotulionasc,1.0,0.0,0.0,4,0,1,1
TheFellow,17.0,0.0,0.0,14,11,1,2
reubenfrith,5.0,1.0,0.0,9,8,1,3
prakul1982,1.0,0.0,0.0,6,0,1,1
danweil24,0.0,2.0,0.0,5,6,1,1
Malaeu,6.0,0.0,0.0,3,0,1,1
aryanatray,0.0,0.0,0.0,3,0,1,1
Fifinets,0.0,0.0,0.0,1,11,1,1
ldswaby,0.0,0.0,0.0,6,52,1,1
aloshdenny,58.0,10.0,1.0,4,0,1,1
MarcosLopezRodriguez,2.0,1.0,0.0,12,56,1,3
1kozak2,0.0,0.0,0.0,3,1,1,1
AlexanderDaly,5.0,0.0,0.0,9,28,2,4
hsraktu17,22.0,1.0,0.0,5,14,1,3
NickSeagull,225.0,0.0,0.0,12,0,1,1
xeronine939,0.0,0.0,0.0,1,0,1,1
jefteete,0.0,0.0,0.0,12,1,1,1
Gabo9803,0.0,0.0,0.0,2,0,1,1
brandmaier,76.0,38.0,13.0,17,20,1,4
Ghoffret,0.0,2.0,0.0,1,3,1,1
ainerhd,0.0,0.0,0.0,10,4,1,2
bslbschef,2.0,0.0,0.0,4,0,1,1
MateoOspina26,0.0,0.0,0.0,1,17,1,1
kashifaltaf,0.0,0.0,0.0,13,1,1,1
Fumzou,0.0,0.0,0.0,6,6,1,6
TheTimothyB,0.0,0.0,0.0,8,3,1,1
boldiew,0.0,0.0,0.0,1,1,1,1
mr-akkerman,1.0,0.0,0.0,5,0,1,1
nevzorthe2,0.0,0.0,0.0,3,9,1,1
reactivspace77,0.0,0.0,0.0,1,20,1,1
azimgivron,2.0,0.0,0.0,9,18,1,3
Livog,9.0,3.0,0.0,13,57,1,2
nhatha071503,0.0,0.0,0.0,2,10,1,1
Omarjourney,0.0,0.0,0.0,3,8,1,1
justinpobrien,11.0,0.0,0.0,11,0,1,1
EightRice,6.0,0.0,0.0,11,20,1,4
josbailon,0.0,0.0,0.0,4,0,1,1
1celestial0,0.0,1.0,0.0,1,1,1,1
adriancordoba96,0.0,0.0,0.0,5,7,1,1
spike1478,0.0,0.0,0.0,13,7,1,2
venkatkaza,0.0,0.0,0.0,9,0,1,1
aaguiarz,52.0,0.0,0.0,14,49,1,4
Revens2,0.0,0.0,0.0,3,0,1,1
NayerAli,0.0,0.0,0.0,5,22,2,1
bs-alt,0.0,0.0,0.0,1,3,1,1
NikhilNayak-debug,2.0,1.0,0.0,7,35,1,2
ksi2564,31.0,0.0,0.0,5,0,1,1
licaili193,0.0,0.0,0.0,9,3,1,1
Mellisa-Kiyokawa,1.0,0.0,0.0,1,8,1,1
ChadMannEsq,0.0,0.0,0.0,2,9,1,1
akerikwadidi12221,0.0,0.0,0.0,1,29,1,3
Lasarikoo,3.0,1.0,0.0,2,7,1,1
jorgecif,2.0,0.0,0.0,10,0,1,1
PlanJames,1.0,0.0,0.0,3,1,1,1
reversedfate,1.0,0.0,0.0,11,10,1,1
JamesRuland-OPS,0.0,0.0,0.0,3,0,1,1
skylerahuman,1.0,0.0,0.0,4,0,1,1
atarakanovdes,0.0,0.0,0.0,3,2,1,1
wipodev,11.0,0.0,0.0,9,1,1,1
aspidov,4.0,0.0,0.0,13,15,1,1
GustavoHennig,14.0,4.0,0.0,11,8,1,3
danieldiashub,0.0,0.0,0.0,2,0,1,1
acredsfan,4.0,10.0,7.0,6,39,1,2
Elon222324,1.0,1.0,0.0,2,20,1,1
genestewart,2.0,0.0,0.0,4,44,1,3
TraligeoTunTunTun,0.0,0.0,0.0,1,0,1,1
mcruz85,12.0,0.0,0.0,13,0,1,1
Hackshaven,4.0,1.0,0.0,6,27,1,1
Poornachandar30,13.0,0.0,0.0,9,0,1,1
miguelmoralesc,0.0,0.0,0.0,1,0,1,1
alex-nikitin-dev,2.0,0.0,0.0,8,1,1,2
giridhar0025,3.0,0.0,0.0,5,12,1,3
iwottan,0.0,0.0,0.0,8,0,1,1
ondrakocourek,0.0,0.0,0.0,2,0,1,1
GurevichTom,0.0,0.0,0.0,2,0,1,1
fafrd,56.0,0.0,0.0,13,1,1,1
devashishmamgain,71.0,0.0,0.0,17,6,1,1
orirot10,0.0,0.0,0.0,9,2,1,2
water-vapor,17.0,0.0,0.0,10,4,1,1
aarongrtech,0.0,0.0,1.0,3,0,1,1
larrelandin,2.0,0.0,0.0,13,1,1,1
kradriany,0.0,0.0,0.0,10,22,1,1
lilfvchx,9.0,0.0,0.0,5,0,1,1
mysterium-coniunctionis,9.0,0.0,0.0,13,1,1,1
MikeTsel,1.0,0.0,0.0,2,15,1,1
slooops,4.0,0.0,0.0,5,0,1,1
BrunnoBird,33.0,0.0,0.0,6,6,1,1
jpns3334444,0.0,0.0,0.0,1,0,1,1
bodgingbrom,0.0,0.0,0.0,12,1,1,1
nirzaf,117.0,1.0,0.0,10,41,1,1
webtista,0.0,0.0,0.0,11,0,1,1
mazemalo,0.0,0.0,0.0,13,0,1,1
bay082542,0.0,0.0,0.0,4,0,1,1
tawek,4.0,0.0,0.0,11,14,1,3
jamesbrown1417,4.0,0.0,0.0,7,0,1,1
Invisi0nvisuals,0.0,0.0,0.0,2,3,1,1
Juu164,0.0,0.0,0.0,1,39,1,2
windar427,5.0,0.0,0.0,9,0,1,1
Pratikeshsingh,0.0,0.0,0.0,8,0,1,1
marcelopottier,7.0,0.0,0.0,5,1,1,2
GB81160,0.0,0.0,0.0,4,42,1,2
VincentGuyader,113.0,12.0,1.0,11,0,1,1
liyunlooong,0.0,0.0,0.0,3,16,1,1
aptsrunner,0.0,0.0,0.0,3,17,1,4
HT228,0.0,0.0,0.0,1,0,1,1
scanhex,0.0,0.0,0.0,8,0,1,1
BasamD,0.0,0.0,0.0,4,14,1,1
thgzzs,0.0,0.0,0.0,2,13,1,4
Albert-Frei,0.0,0.0,0.0,1,0,1,1
echelonagents,0.0,0.0,0.0,1,0,1,1
IsaacAVazquez,0.0,0.0,0.0,7,2,1,1
MisteryPoints,0.0,0.0,0.0,4,0,1,1
yourfavDev,3.0,0.0,0.0,5,1,1,1
tgbernard19,0.0,0.0,0.0,2,0,1,1
dbaldes,3.0,3.0,2.0,14,50,1,1
JesseKavungal,2.0,0.0,0.0,3,0,1,1
markbrada,0.0,0.0,0.0,2,0,1,1
thepriyanshpal,13.0,0.0,0.0,5,0,1,1
afeqfikri,0.0,0.0,0.0,6,0,1,1
sebkuepers,2.0,0.0,0.0,2,0,1,1
martinbuchholz,0.0,0.0,0.0,9,0,1,2
AnsonSavage,3.0,0.0,0.0,11,1,1,1
bryanygan,0.0,0.0,0.0,6,35,1,3
markwylde,419.0,15.0,0.0,13,0,1,1
LJPearson176,0.0,0.0,0.0,3,0,1,1
lukitasxue,2.0,0.0,0.0,7,19,1,2
trungking,2.0,0.0,0.0,10,18,1,2
DhvanilPatel,8.0,8.0,0.0,12,1,1,1
horoyoii,23.0,1.0,0.0,9,19,1,2
leoztech8,0.0,0.0,0.0,7,0,1,1
shyam-menon,0.0,0.0,0.0,9,0,1,1
finelagusaz,6.0,0.0,0.0,13,0,1,1
shimanagashi,0.0,0.0,0.0,1,0,1,1
catalinakarinip,0.0,0.0,0.0,1,11,1,2
PatBStream,1.0,0.0,0.0,4,0,1,2
tonkraft,0.0,0.0,0.0,1,0,1,1
Koro013,0.0,0.0,0.0,3,33,1,3
Kyllerian,0.0,0.0,0.0,7,0,1,1
NandineMpe,0.0,1.0,0.0,9,44,1,3
simon2432,0.0,0.0,0.0,4,2,1,2
hooman130,1.0,0.0,0.0,7,22,1,1
uminomae,11.0,0.0,0.0,4,3,1,1
hubertik1,3.0,0.0,0.0,2,12,1,2
jeffery-martin,0.0,0.0,0.0,2,0,1,1
Snketiah,0.0,0.0,0.0,3,0,1,1
djouah,0.0,0.0,0.0,9,0,1,1
eriksoonn,1.0,0.0,0.0,8,0,1,1
HauNguyen1349,0.0,0.0,0.0,4,4,1,1
dsgeekssb221,0.0,0.0,0.0,7,11,1,1
akirchmeyer,6.0,0.0,0.0,7,0,1,1
juanmalinares,0.0,0.0,0.0,3,9,1,4
actsie,0.0,0.0,0.0,7,4,1,1
pfilipovich,0.0,0.0,0.0,4,1,1,1
Gravitonian77,2.0,0.0,0.0,3,0,1,1
DanDon01,0.0,1.0,0.0,9,5,1,2
niall-h3,0.0,0.0,0.0,4,1,1,1
CxxxxDxxxF,0.0,0.0,0.0,1,39,2,3
Lilou2023,0.0,0.0,0.0,2,11,3,2
eyusufatik,92.0,0.0,0.0,10,0,1,1
susemahesh,0.0,0.0,0.0,5,0,1,1
tbmorgan70,0.0,1.0,0.0,3,10,2,1
kamarmack,136.0,2.0,0.0,10,0,1,1
pjesensk,1.0,0.0,0.0,2,0,1,1
Heckzaflexz,0.0,0.0,0.0,4,0,1,1
mujika,0.0,0.0,0.0,9,2,1,2
lukacsi,0.0,0.0,0.0,7,34,1,2
uttne,9.0,0.0,0.0,9,0,1,1
the-greatest-veigar-ever,0.0,0.0,0.0,4,0,1,1
dodo91,0.0,0.0,0.0,12,1,1,1
umgmarketing,0.0,0.0,0.0,1,0,1,1
vishwasbabu,73.0,0.0,0.0,16,0,1,2
kauemuniz,0.0,0.0,1.0,7,0,1,1
SantiagoMb94,1.0,0.0,1.0,7,0,1,2
sudo-rpaisley,1.0,0.0,0.0,7,15,1,1
Soufianef10,0.0,1.0,0.0,6,1,1,1
LeonardoAmet,8.0,0.0,0.0,7,8,1,1
Fagner3g,3.0,0.0,0.0,11,7,1,1
pdeforge,0.0,0.0,0.0,12,0,1,1
heitorsoares12,12.0,0.0,0.0,5,28,1,3
NurturingShala,0.0,0.0,0.0,1,2,1,1
wilianconte,2.0,0.0,0.0,14,0,1,1
ThomasPritchard,27.0,0.0,1.0,10,22,1,1
jpthedio,0.0,0.0,0.0,7,27,1,1
desmedtandreas,2.0,0.0,0.0,11,0,1,0
perriceconsulting,0.0,0.0,0.0,1,0,1,1
kwakudavis,1.0,0.0,0.0,10,0,1,2
clusterreplyDE,0.0,0.0,0.0,10,0,1,1
stewartshea,23.0,0.0,0.0,10,0,1,1
U-C4N,74.0,13.0,1.0,5,0,1,2
schnogger,0.0,0.0,0.0,2,0,1,1
solbus,0.0,0.0,0.0,3,4,1,2
olazzi,3.0,0.0,0.0,6,0,1,1
michaelbeutler,45.0,12.0,0.0,8,0,1,1
yugendran-933,0.0,0.0,0.0,1,0,1,1
cjhutchi,1.0,0.0,0.0,5,0,1,1
Youssefciz,0.0,0.0,0.0,2,0,1,3
vlkvkn,0.0,0.0,0.0,3,0,1,1
Tellur132,0.0,0.0,0.0,5,0,1,1
rodrigofufer,0.0,0.0,0.0,2,2,1,1
luyenhaidangit,28.0,2.0,0.0,4,25,1,2
void-mckenzie,14.0,0.0,0.0,9,0,1,1
vibecoder21,0.0,0.0,0.0,1,34,1,2
JurgisGA,0.0,0.0,0.0,1,1,1,1
mikuliv,0.0,0.0,0.0,6,0,1,1
llaahh383,0.0,0.0,0.0,1,7,1,1
rechazaloultimo,0.0,0.0,0.0,1,49,1,1
karter-duff,0.0,0.0,0.0,8,0,1,1
borenstein,42.0,0.0,0.0,13,0,1,1
loongy,102.0,0.0,0.0,12,0,1,2
bmander,116.0,122.0,60.0,17,29,1,2
Luminus62-dot,0.0,0.0,0.0,2,6,1,2
elliotrap,0.0,0.0,0.0,4,13,1,2
Cahmoraes,33.0,23.0,0.0,10,11,1,2
rezabanitaba,5.0,0.0,0.0,10,0,1,1
pietervp,23.0,0.0,0.0,15,0,1,1
ivnad95,1.0,0.0,0.0,4,3,1,2
Mynros,0.0,0.0,0.0,1,0,1,1
andersonbcdefg,40.0,0.0,0.0,10,70,1,3
orthl,1.0,0.0,0.0,6,0,1,1
jmccarthy,57.0,1.0,0.0,18,0,1,2
pierreportal2,1.0,1.0,0.0,9,24,1,2
sefinek,98.0,1.0,0.0,5,1,1,2
POWERDANIEL,1.0,0.0,0.0,7,0,1,1
IKatsuba,113.0,17.0,0.0,11,0,1,1
hailengc,3.0,6.0,1.0,13,0,1,1
manovay,2.0,0.0,0.0,6,32,1,1
daehyun99-labs,0.0,0.0,0.0,5,2,1,5
AkshatSharma-Z,0.0,0.0,0.0,1,2,1,2
OutOfStack,0.0,0.0,0.0,10,0,1,1
GethubGod,0.0,0.0,0.0,2,0,1,1
Lodjay,0.0,0.0,0.0,9,0,1,1
chaiyuttochai,1.0,0.0,0.0,15,0,1,1
HXuanheng,2.0,0.0,0.0,6,0,1,1
balint1111,0.0,0.0,0.0,7,13,1,2
wmj142326,9.0,0.0,0.0,7,0,1,1
AMElashal26,2.0,0.0,0.0,8,0,1,1
akone42,1.0,0.0,0.0,2,0,1,1
rakeshutekar,9.0,14.0,3.0,7,4,1,2
arvingre,0.0,0.0,0.0,4,19,1,3
Tuxliri,11.0,0.0,1.0,13,21,1,2
RuiSu-gif,2.0,0.0,0.0,3,3,1,2
expertplus15,0.0,0.0,0.0,2,0,1,1
themuddfamily,1.0,0.0,0.0,15,6,1,1
Stef37140,0.0,0.0,0.0,6,0,1,1
dcondrey,105.0,4.0,0.0,14,0,1,1
kanzukhan,0.0,0.0,0.0,1,0,1,1
mmksimm,0.0,0.0,0.0,2,14,1,1
AuroraRAS,45.0,2.0,1.0,13,0,1,1
mi-mitri,0.0,0.0,0.0,2,0,1,1
justin0804nitsuj,0.0,0.0,0.0,5,0,1,1
i1rr,2.0,0.0,0.0,6,3,1,2
Rename22,0.0,0.0,0.0,2,1,1,1
pleautaud,1.0,0.0,0.0,7,0,1,1
th8n8t0s,0.0,0.0,0.0,4,0,1,1
dsolito,2.0,0.0,0.0,7,2,1,1
TDC1Chris,0.0,1.0,0.0,3,0,1,1
matsuo0603,0.0,0.0,0.0,1,2,1,1
Joaoluisalmeida1,1.0,0.0,0.0,6,0,1,1
umitkacar,55.0,25.0,7.0,9,0,1,1
GrievanceToolKit,0.0,0.0,0.0,1,36,1,1
AyrtonBorges,9.0,0.0,0.0,8,13,1,3
jonasrohw,1.0,0.0,0.0,8,0,1,1
BRAUTECH,0.0,0.0,0.0,7,0,1,1
pragmatron,1.0,0.0,0.0,15,14,1,2
macconnolly,0.0,0.0,1.0,13,0,1,1
ramankhurana,4.0,0.0,0.0,13,0,1,1
andrejeronimobittencourt,25.0,5.0,0.0,13,0,1,1
cantart,5.0,0.0,0.0,7,1,1,1
stephen-youn,4.0,0.0,0.0,11,59,1,1
junkanan,0.0,0.0,0.0,5,0,1,1
Monzero,0.0,0.0,0.0,5,0,1,1
SonFire03,0.0,0.0,0.0,4,0,1,1
vbalab,2.0,1.0,1.0,4,23,1,2
mateolarreaferro,16.0,0.0,0.0,7,7,1,2
CrowderSoup,43.0,0.0,0.0,16,1,1,1
Riley-Coyote,12.0,8.0,2.0,3,30,1,3
m4tveevm,9.0,0.0,0.0,8,0,1,1
honsali,2.0,1.0,0.0,12,41,1,2
valentinhenkel,0.0,0.0,0.0,1,5,1,1
theuauchessclub,0.0,0.0,0.0,1,0,1,1
sutaa12,7.0,0.0,0.0,14,0,1,1
MinaTahaei,122.0,2.0,1.0,8,0,1,1
khaleela3mer,2.0,0.0,0.0,12,0,1,1
VictorFRCHD,0.0,0.0,0.0,1,0,1,1
KatoKits,0.0,1.0,0.0,1,0,1,1
ChristophBaier,2.0,0.0,0.0,6,3,1,2
metzgr,7.0,0.0,0.0,10,35,1,2
genarch-ai,0.0,0.0,0.0,1,0,1,1
aaronthommy,3.0,0.0,0.0,5,0,1,1
bogdancdc,0.0,0.0,0.0,10,2,1,1
VenkatPantham,1.0,1.0,0.0,9,0,1,1
sari705,0.0,0.0,0.0,2,19,1,3
Jun127,0.0,0.0,0.0,2,0,1,1
sashi0034,34.0,0.0,0.0,5,0,1,1
jakeyr,12.0,0.0,0.0,16,1,1,1
princeofnaxos,1.0,0.0,0.0,13,0,1,1
jbstamp1,0.0,0.0,0.0,1,0,1,1
spasaintk,0.0,0.0,0.0,12,7,1,1
ax-droid,0.0,0.0,0.0,1,0,1,1
yugonline,4.0,4.0,0.0,13,0,1,1
theflash-jl,0.0,0.0,0.0,1,4,1,1
greenarmor,15.0,0.0,0.0,14,0,1,1
Canerelpacino,1.0,0.0,0.0,5,0,1,1
jehadja,0.0,8.0,0.0,10,0,1,1
kash2george,0.0,0.0,0.0,11,1,1,1
pvlbnkl,1.0,0.0,0.0,3,1,1,1
cbejar93,14.0,0.0,0.0,8,1,1,1
joemurrell,1.0,0.0,0.0,12,1,1,1
DrJellifish,0.0,0.0,0.0,3,0,1,1
keshavgaur90,0.0,0.0,0.0,8,0,1,1
AnishPimpley,7.0,0.0,0.0,9,0,1,1
Once98,0.0,0.0,0.0,8,0,1,1
IrfanRa,1.0,0.0,0.0,3,20,1,2
avelev99,0.0,0.0,0.0,5,41,1,4
anasjaber,17.0,34.0,1.0,14,0,1,1
Fugl1,0.0,0.0,0.0,10,0,1,1
ntr016,0.0,0.0,0.0,2,12,1,2
reos-rcrozier,3.0,0.0,0.0,5,0,1,2
johnpaulett,87.0,302.0,86.0,18,2,1,1
hiasinho,14.0,0.0,0.0,16,0,1,1
CHOI-JOO-YEON,18.0,1.0,0.0,7,1,1,2
dmpantiu,1.0,0.0,0.0,8,0,1,1
yuiseki,632.0,24.0,3.0,18,52,1,6
JuanPabloMorgade,0.0,0.0,0.0,2,2,1,1
setch3,0.0,0.0,0.0,9,0,1,1
mjbarr,0.0,0.0,0.0,14,1,1,2
higgen6,0.0,0.0,0.0,8,0,1,1
julianSelser,8.0,1.0,0.0,13,0,1,1
ThorstenRhau,2.0,28.0,0.0,10,23,1,3
fastnetksa,0.0,0.0,0.0,1,0,1,1
sarsdin,1.0,0.0,0.0,6,0,1,1
AllTerrainDeveloper,2.0,0.0,0.0,13,0,1,1
structana,0.0,0.0,0.0,1,0,1,1
falendary,14.0,0.0,0.0,12,0,1,1
digorbi,1.0,0.0,0.0,13,22,1,1
Anuraag-Deoda,2.0,0.0,0.0,6,0,1,1
M7mdIG,0.0,0.0,0.0,6,0,1,1
jorgeteixe,64.0,0.0,1.0,8,34,1,2
NJHarris84,0.0,0.0,0.0,2,0,1,1
MAhma223,0.0,0.0,0.0,1,0,1,1
n00mkrad,489.0,0.0,1.0,6,0,1,1
maurice-bugg,0.0,0.0,0.0,1,0,1,1
ikecoglu,3.0,1.0,0.0,8,28,1,2
andrewboudreau,20.0,0.0,0.0,16,6,1,1
bradmccray89,1.0,0.0,0.0,9,9,1,1
Donassinfronteras,0.0,0.0,0.0,1,1,1,1
Captainkoopa42,0.0,0.0,0.0,2,13,1,3
burnsjt23,0.0,0.0,0.0,3,0,1,1
safwen5ds,0.0,0.0,0.0,9,0,1,1
EvgenyTimoshin,4.0,0.0,0.0,10,9,2,1
treduckstech,1.0,0.0,0.0,2,0,1,1
joelprakash2003,0.0,0.0,0.0,1,3,1,2
j0rd1s3rr4n0,168.0,2.0,1.0,8,3,1,2
EngrAdewale,0.0,0.0,0.0,4,0,1,1
Axtazer,1.0,0.0,0.0,7,0,1,1
NichoUlloa,2.0,0.0,0.0,3,0,1,2
Steven-Chen2021,0.0,0.0,0.0,5,33,1,3
joep1000,0.0,0.0,0.0,3,0,1,1
ricardozuloaga1,0.0,0.0,0.0,3,0,1,1
zymlnlp,14.0,0.0,0.0,9,4,1,1
SquarePizzeriaSteakHouse,0.0,1.0,0.0,6,0,1,1
koooooooook,3.0,0.0,0.0,6,0,1,1
aziobro,1.0,0.0,0.0,14,0,1,1
david-rohrschneider,2.0,0.0,1.0,5,1,1,2
theturtle32,147.0,3779.0,603.0,17,0,1,1
Luckymeyo,1.0,0.0,0.0,7,0,1,1
harshit-jiit,0.0,0.0,0.0,1,0,1,1
HatimBenzahra,0.0,0.0,0.0,2,0,1,1
rok131,0.0,0.0,0.0,1,0,1,1
jg23bw,0.0,0.0,0.0,10,2,1,3
NowYouTurn,0.0,0.0,0.0,2,0,1,1
AlanHO0702,0.0,0.0,0.0,1,0,1,1
MariuszJanowiak,1.0,0.0,0.0,4,0,1,1
codingSandman,0.0,0.0,0.0,4,0,1,1
matsubo,75.0,0.0,0.0,17,0,1,1
jpl-holmium,0.0,1.0,0.0,4,0,1,1
kbsooo,5.0,0.0,0.0,5,0,1,1
maxjo020418,5.0,0.0,0.0,7,44,1,2
s-leroux,20.0,2.0,0.0,14,5,1,1
Constantiner,16.0,6.0,0.0,15,0,1,1
ahmeterdemserceoglu,0.0,0.0,0.0,1,0,1,1
mronlykeng,0.0,0.0,0.0,1,0,1,1
jeffrichley,6.0,0.0,0.0,14,0,1,1
amalinkovskiy,0.0,0.0,0.0,10,0,1,1
VladGaranovskyi,3.0,0.0,0.0,4,0,1,1
Kodified,0.0,0.0,0.0,7,0,1,1
temporarymail865,0.0,0.0,0.0,3,0,1,1
Inigoarze,0.0,0.0,0.0,4,1,1,1
Tacuarita,0.0,0.0,0.0,9,0,1,1
stantretyakov,0.0,0.0,0.0,8,1,1,1
santosh742598,0.0,0.0,0.0,14,19,1,2
Rafium-MS,0.0,0.0,0.0,1,0,1,1
javierarbelaiz,0.0,0.0,0.0,8,0,1,1
b1llow,98.0,2.0,0.0,9,0,1,1
Drujkomax,0.0,0.0,0.0,7,1,1,1
JensKeutgen,1.0,0.0,0.0,1,0,1,1
jmoss333,0.0,1.0,0.0,1,12,1,1
AlexTs10,10.0,0.0,0.0,10,0,1,1
NooruldeenTaffar,0.0,0.0,0.0,1,0,1,1
MarceloPreissler,0.0,0.0,0.0,9,61,1,1
hjmolla,0.0,0.0,0.0,2,4,1,1
JavierMillan,0.0,0.0,0.0,13,5,1,2
AydinLT00,0.0,0.0,0.0,4,0,1,1
aniellod,0.0,0.0,0.0,14,0,1,1
TobiFoxx,0.0,0.0,0.0,1,1,1,2
dsmolchanov,1.0,0.0,0.0,10,0,1,1
MagnaSoluto,2.0,0.0,0.0,3,18,1,2
XHAlawa,5.0,5.0,0.0,7,0,1,1
TylerTrueHorizon,0.0,0.0,0.0,1,22,1,3
anatomyos,0.0,0.0,0.0,3,7,1,1
NGumby,0.0,0.0,0.0,13,0,1,1
Penkamichel,0.0,0.0,0.0,12,0,1,1
Alfawyse,1.0,2.0,0.0,5,0,1,1
justberare,2.0,0.0,0.0,13,0,1,1
gusdnr205,5.0,0.0,0.0,8,51,1,2
EnbangWu,3.0,0.0,0.0,7,22,1,1
Wiradjuri,3.0,1.0,0.0,3,0,1,1
LetaTreiden,4.0,0.0,0.0,4,0,1,1
Trevortds,6.0,0.0,0.0,12,0,1,1
jacky1777,0.0,0.0,0.0,13,0,1,1
DirkSchlossmacher,2.0,0.0,0.0,6,14,1,2
HGTech96,0.0,0.0,0.0,6,0,1,1
Raahitya-14,0.0,0.0,0.0,2,0,1,1
VladimirSKLV,2.0,0.0,0.0,4,0,1,1
Anderson-Soares-Martins,9.0,1.0,0.0,5,1,1,1
Am015-dev,0.0,0.0,0.0,1,1,1,1
