real_human_author,pull_request_id,comments_by_human_maintainers
tamnd,3263132741,0
MontrealAI,3072267149,0
MontrealAI,3072291123,0
MontrealAI,3072331439,0
forntoh,3137214864,0
abi,3137102850,0
Rello,3226784644,0
tamnd,3270349296,0
tamnd,3204574293,0
Fastbyte01,3184173617,0
peter-lawrey,3090121346,0
patmmccann,3091924467,0
MontrealAI,3084954409,0
wieslawsoltes,3220745828,0
JeanMeijer,3239814789,0
MontrealAI,3189388021,0
tamnd,3206746519,0
tamnd,3206749974,0
theepicsaxguy,3126038468,0
dlwh,3257870834,0
mldangelo,3084780161,0
MontrealAI,3265929092,0
tamnd,3208355417,0
MontrealAI,3091114572,0
MontrealAI,3254404801,0
peter-lawrey,3083504311,0
kdkiss,3253621767,0
tamnd,3118752136,0
AngeloGiacco,3229479550,0
nate-kelley-buster,3229516571,0
ryokun6,3266816243,0
benjaminshafii,3197409115,0
marcklingen,3193705585,0
mattpocock,3201826831,0
imbhargav5,3252127796,0
eliteprox,3185651562,0
joaquim-verges,3227679772,0
mattpocock,3189774640,0
wtfsayo,3189792652,0
marcklingen,3190039936,0
liuyanghejerry,3220047065,0
jxnl,3164279377,0
mertunsall,3207071991,0
jxxghp,3205824852,0
myzie,3205835339,0
louis030195,3221268105,0
saum7800,3174546403,0
0xfurai,3230537798,0
kocobee,3167963514,0
hipsterusername,3168732581,0
liuyanghejerry,3204174345,0
jdx,3222564329,0
mattpocock,3192327842,0
shahargl,3143406408,0
dreadl0ck,3196618196,0
sanchitram1,3160612322,0
mertunsall,3176345172,0
saum7800,3177251348,0
jabrena,3211844599,0
matejminar,3182656631,0
imbhargav5,3222821687,0
jxxghp,3206379276,0
mdjastrzebski,3236431483,0
mattpocock,3191714194,0
ryokun6,3226558726,0
RhysSullivan,3217639693,0
maryhipp,3240784232,0
ryokun6,3216334940,0
CodingAleCR,3233201952,0
dcramer,3134880807,0
kentcdodds,3225524525,0
Michaelvll,3172897353,0
mattpocock,3195796816,0
johnlindquist,3161984792,0
lukekarrys,3190574318,0
AmineAfia,3210283861,0
louis030195,3221196221,0
sl0thentr0py,3153749441,0
steebchen,3194135600,0
shreyashankar,3229709038,0
fredrikburmester,3246647416,0
tannerlinsley,3244884310,0
ScriptedAlchemy,3207257521,0
arduia,3217771787,0
sovushik,3245368580,0
riffhawk,3268897252,0
gronxb,3197912748,0
dcramer,3125826356,0
mishushakov,3239413265,0
markokraemer,3239490011,0
Bandit-HaxUnit,3239555233,0
kentcdodds,3219436111,0
marcklingen,3137588969,0
AbhiPrasad,3137677174,0
iamrajjoshi,3138033651,0
jannikmaierhoefer,3139343908,0
ryokun6,3185528165,0
alorbach,3232592059,0
gregfromstl,3217042074,0
jeroenvds,3084744894,0
natikgadzhi,2885416773,0
creuzerm,3233672464,0
tbraun96,3165534299,0
scopsy,3165803170,0
marcklingen,3264732166,0
riderx,2946750926,0
azu,3165096465,0
HariNuve,2982204377,0
riderx,2923110632,0
HenriqueAJNB,3022206894,0
niv-gv,2827635328,0
buddhika75,3257417497,0
arnoldsi-payo,3074653379,0
neznayer,3246059244,0
cracky22,3091566442,0
toyamarinyon,3079042406,0
buddhika75,3260720963,0
RaczeQ,3246950577,0
AtlantisPleb,3179729495,0
AtlantisPleb,3154096278,0
harupy,3268208096,0
jonathanpeppers,3150841632,0
vsgoulart,3215964049,0
unibeck,3081705392,0
intellectronica,3174649732,0
JiaqiZhang-Dev,3167001050,0
ArcturusZhang,3210904150,0
pavelglac,3259689574,0
ivberg,3122436728,0
swathipil,3079097099,0
six7,3079098379,0
RyanCavanaugh,3177762716,0
wunken,3230468422,0
bamurtaugh,3194239581,0
rach-id,3153076666,0
bpasero,3169108993,0
Dennis-Do,3169383258,0
timovv,3098819508,0
justinchuby,3146327924,0
HugoDurana,3094543776,0
dimkaart,3193739949,0
mqudsi,3159203832,0
CivilizedCiv,3266984732,0
duly-atom8texts,3255397374,0
rebornix,3134900878,0
Albeoris,3127062679,0
OndrejSpanel,3104609654,0
xerial,3104623370,0
AsafMah,3075724324,0
cleonf24,3214930915,0
ruvnet,3212961701,0
haasonsaas,3107321792,0
niechen,3248210397,0
jflo,3197484474,0
kaichen,3235659006,0
tphakala,3271014961,0
max-sixty,2970665095,0
stefanoamorelli,3154734636,0
d-kuro,3128824166,0
ManishaC1,3141911382,0
striker-sa,3168168040,0
mattwang44,3272751390,0
JonnyBurger,3272931611,0
nizarbenalla,3101568650,0
softchris,3077713278,0
thenakliman,3078049568,0
reorx,3235943738,0
Ljzd-PRO,3271927796,0
theepicsaxguy,3164558131,0
mjbvz,3173306744,0
cssinate,3173313834,0
jkodroff,3076898757,0
rossbulat,3170864491,0
unibeck,3075349977,0
DonnieBLT,3075441024,0
bpasero,3130784227,0
JonnyBurger,3148005105,0
pelikhan,3250744798,0
MaryGao,3135236406,0
tadelesh,3090110097,0
Hant0r,3263150786,0
v-kyerande,3210070911,0
ArcturusZhang,3096055047,0
otoolep,3225499913,0
YuliiaKovalova,3262417340,0
xiaoyu2er,3221937633,0
elbruno,3137472031,0
MaryGao,3139377588,0
akeeman,3264692597,0
LuanaNight,3272358912,0
clmpi,3207765385,0
splincode,3236556180,0
lgpentek,3189489851,0
ixqbar,3258905878,0
msyyc,3238176811,0
chrisglein,3136062472,0
VikashLoomba,3221306116,0
mekler22,3225259487,0
bendichter,3248362607,0
roblourens,3219752616,0
MaryGao,3140383522,0
tslater,3176892935,0
MrQinYQ,3176895436,0
anthonykim1,3176922585,0
vineethkuttan,3222513822,0
cpholguera,3204503638,0
alexr00,3211958444,0
ascendedguard,3090688733,0
ascendedguard,3090693708,0
MaryGao,3083158058,0
SvenSowa,3230714709,0
ghesketh,3141163223,0
MaryGao,3138819538,0
DicksonCaetano,3195073538,0
JiaqiZhang-Dev,3254820907,0
virtadpt,3254855773,0
GMPrakhar,3253344062,0
vrundaadave,3183504987,0
fellyph,3193254325,0
amiranvarov,3218536077,0
hawkeye116477,3275506979,0
radical,3142541504,0
lukemurraynz,3142600016,0
desmondpp,3140887643,0
tamnd,3186166957,0
MontrealAI,3115811442,0
aaazzam,3071962085,0
keitaoouchi,3143679818,0
tamnd,3235742242,0
tamnd,3235775853,0
tamnd,3235848789,0
tamnd,3235857607,0
tamnd,3235923845,0
tamnd,3155167779,0
tamnd,3155176817,0
tamnd,3246354583,0
tamnd,3246439471,0
disler,3070900978,0
MontrealAI,3184540784,0
tamnd,3181720167,0
tamnd,3181820439,0
MontrealAI,3106521908,0
pavpanchekha,3155059661,0
tamnd,3155428870,0
tamnd,3156070944,0
kolaente,3134579800,0
MontrealAI,3071223388,0
MontrealAI,3071248054,0
MontrealAI,3071300365,0
MontrealAI,3071302201,0
durswd,3097223794,0
MontrealAI,3206910485,0
terkelg,3070086530,0
242816,3158985142,0
DanielSinclair,3119889408,0
tamnd,3273169257,0
tamnd,3273195441,0
tamnd,3273206597,0
tamnd,3273232501,0
tamnd,3273275479,0
shiningxy,3118487985,0
truskovskiyk,3126282354,0
MontrealAI,3127137849,0
tamnd,3132523860,0
MontrealAI,3092355102,0
MontrealAI,3137600086,0
MontrealAI,3081997832,0
SpikeViper,3070171101,0
tamnd,3187677407,0
MontrealAI,3124791666,0
tamnd,3158694927,0
tamnd,3158711553,0
MontrealAI,3070974640,0
MontrealAI,3070976436,0
MontrealAI,3070986639,0
MontrealAI,3070993883,0
peter-lawrey,3070999598,0
tamnd,3131079329,0
tamnd,3118408336,0
binarybaron,3080772264,0
dlwh,3249196962,0
tamnd,3264981757,0
buddhika75,3264084059,0
MontrealAI,3087581689,0
MontrealAI,3263625615,0
forntoh,3134664771,0
djwhitt,3100474855,0
felixtrz,3075915439,0
lalalune,3075978533,0
tamnd,3202800597,0
MontrealAI,3257380664,0
rmcdaniel,3148090820,0
MontrealAI,3088623896,0
MontrealAI,3177412374,0
tamnd,3204195373,0
MontrealAI,3106122390,0
tamnd,3172987066,0
tamnd,3173063950,0
tamnd,3173084012,0
SpikeViper,3089349817,0
wieslawsoltes,3245300246,0
tamnd,3268545989,0
tamnd,3222916684,0
tamnd,3196682837,0
MontrealAI,3148329184,0
theosanderson,3114539578,0
tamnd,3206339285,0
tamnd,3206356557,0
softmarshmallow,3102274919,0
wieslawsoltes,3231265082,0
kolaente,3134482941,0
DanielSinclair,3220810000,0
Fastbyte01,3184169910,0
MontrealAI,3070833123,0
sfmskywalker,3090577055,0
CharlVS,3239901622,0
jdereg,3147246196,0
buddhika75,3151504583,0
MontrealAI,3196080762,0
wieslawsoltes,3201814238,0
tamnd,3217977409,0
MontrealAI,3150518371,0
joewandy,3119317621,0
MontrealAI,3166059855,0
tamnd,3236968908,0
MontrealAI,3232924836,0
tamnd,3178104601,0
tamnd,3178596723,0
tamnd,3185775344,0
MontrealAI,3087708066,0
tamnd,3245875374,0
tamnd,3245878737,0
tamnd,3245884197,0
tamnd,3245885225,0
tamnd,3245896443,0
tamnd,3245931522,0
tamnd,3245131799,0
tamnd,3245131977,0
tamnd,3245132204,0
tamnd,3245132360,0
tamnd,3245202498,0
tamnd,3245245422,0
tamnd,3245248722,0
tamnd,3128864357,0
tamnd,3260711117,0
tamnd,3260760548,0
MontrealAI,3108011016,0
tamnd,3206018873,0
tamnd,3206020154,0
tamnd,3206053638,0
tamnd,3276428172,0
MontrealAI,3276737711,0
tamnd,3277020600,0
tamnd,3277035758,0
mfreeman451,3174068500,0
tamnd,3135228029,0
tamnd,3145442160,0
tamnd,3255098580,0
PrzemyslawKlys,3124512420,0
wieslawsoltes,3213063782,0
tamnd,3194515295,0
tamnd,3205170233,0
colebemis,3122571343,0
tamnd,3194669821,0
theosanderson,3077516240,0
danielweinmann,3077852161,0
tamnd,3182711712,0
jxnl,3210043529,0
MontrealAI,3243997000,0
tamnd,3276546826,0
mikasoukhov,3245352800,0
mikasoukhov,3245372062,0
MontrealAI,3207097483,0
MontrealAI,3089489407,0
ryokun6,3104452654,0
Chemaclass,3104476424,0
ReneWerner87,3213412042,0
MontrealAI,3135011356,0
lukaszsamson,3134989776,0
DannyMac180,3098343272,0
leonardsellem,3116924531,0
buddhika75,3197746583,0
tamnd,3131034311,0
MontrealAI,3119742330,0
kolaente,3171257558,0
gbrayhan,3197177312,0
ikamensh,3269659708,0
selcukorkmaz,3163403905,0
obie,3074219403,0
maxitg,3241891507,0
tamnd,3134402156,0
MontrealAI,3127530800,0
MontrealAI,3213673869,0
tamnd,3145686541,0
tamnd,3251558365,0
tamnd,3251723834,0
tamnd,3252085736,0
tamnd,3252144095,0
tamnd,3252176401,0
tamnd,3252196898,0
simba-git,3147817425,0
tamnd,3118267291,0
tamnd,3134187485,0
JeanMeijer,3195477892,0
jlowin,3081476453,0
mldangelo,3081557962,0
tamnd,3262798512,0
MontrealAI,3189018766,0
tamnd,3189032899,0
tamnd,3189033155,0
tamnd,3210823927,0
tamnd,3210844016,0
tamnd,3210850730,0
tamnd,3210876841,0
tamnd,3170552645,0
MontrealAI,3257608660,0
patmmccann,3130913935,0
tamnd,3186315425,0
tamnd,3254609646,0
tamnd,3254635851,0
tamnd,3254645443,0
tamnd,3254646607,0
tamnd,3254765696,0
MontrealAI,3105718539,0
tamnd,3270055975,0
ryokun6,3080448589,0
MontrealAI,3166678149,0
MontrealAI,3184280247,0
gustavoguichard,3098385347,0
tamnd,3157586804,0
MontrealAI,3128473794,0
Franz-Fischbach,3125337362,0
Producdevity,3240223688,0
tamnd,3226141867,0
tamnd,3226186876,0
softmarshmallow,3077749043,0
tamnd,3242650035,0
MihaiCristianCondrea,3201682218,0
tamnd,3242163351,0
tamnd,3242190649,0
MontrealAI,3270485532,0
MontrealAI,3090037248,0
peter-lawrey,3090219673,0
Rello,3081019573,0
tamnd,3218292060,0
tamnd,3218597285,0
kolaente,3180223788,0
tamnd,3242896969,0
kolaente,3175136783,0
darkogj,3263412755,0
tamnd,3241699778,0
0xmts,3241792583,0
MontrealAI,3107652793,0
KAVYANSHTYAGI,3131081177,0
tamnd,3181321016,0
Chemaclass,3106317734,0
marsninja,3106398907,0
wieslawsoltes,3217088538,0
bmander,3225747070,0
tamnd,3265938989,0
tgd,3087489797,0
MontrealAI,3128511933,0
MontrealAI,3128726386,0
kdroidFilter,3130234967,0
jdereg,3160584899,0
tamnd,3143709980,0
tamnd,3190987609,0
tamnd,3190988124,0
tamnd,3191521723,0
tamnd,3205112620,0
tamnd,3205113120,0
tamnd,3205114702,0
tamnd,3205217625,0
joelhooks,3071061601,0
tamnd,3222678244,0
tamnd,3222826115,0
tamnd,3222829652,0
tamnd,3268377846,0
tamnd,3268651743,0
tamnd,3268954234,0
MontrealAI,3237961324,0
tamnd,3221271962,0
colinhacks,3221481114,0
willccbb,3125825626,0
jscarle,3213612264,0
peter-lawrey,3088276162,0
peter-lawrey,3088288384,0
tamnd,3118513016,0
MontrealAI,3106043791,0
MontrealAI,3115743577,0
tamnd,3223499888,0
eyalb181,3166186502,0
DannyMac180,3134029997,0
tamnd,3207248256,0
tamnd,3207249077,0
tamnd,3207249566,0
tamnd,3207471034,0
andrewpareles,3123954699,0
emadurandal,3124643924,0
peter-lawrey,3109027791,0
peter-lawrey,3109032509,0
simba-git,3196680830,0
MontrealAI,3140029702,0
tamnd,3215523563,0
tamnd,3215539050,0
tamnd,3215586566,0
tamnd,3175848469,0
panarch,3210854930,0
Kitenite,3119377838,0
pseudosavant,3119251008,0
tamnd,3155186519,0
durswd,3087850996,0
peter-lawrey,3088168608,0
briangu,3072104948,0
tamnd,3147359198,0
tamnd,3147359305,0
toyamarinyon,3108743094,0
guo,3200714186,0
rickwierenga,3268237906,0
eplatonoff,3245207271,0
MontrealAI,3119796006,0
tamnd,3156081656,0
MontrealAI,3185009039,0
MontrealAI,3157921529,0
MontrealAI,3087909262,0
johnwalley,3133378069,0
clusterzx,3134344613,0
tamnd,3230848865,0
tamnd,3230858170,0
wintonzheng,3078157262,0
tamnd,3151135397,0
fhunleth,3161721384,0
MontrealAI,3086384717,0
MontrealAI,3225285688,0
unclecode,3070681894,0
panarch,3147171927,0
flossypurse,3161124087,0
simba-git,3226883860,0
puncsky,3166218481,0
tamnd,3153916514,0
tamnd,3153862301,0
MontrealAI,3074501412,0
tamnd,3154255054,0
tamnd,3154256334,0
tamnd,3154261769,0
tamnd,3154326016,0
tamnd,3154347903,0
tamnd,3154364612,0
MontrealAI,3077338815,0
MontrealAI,3077533728,0
janbjorge,3196710615,0
MontrealAI,3112034986,0
MontrealAI,3177456304,0
jdereg,3146991080,0
gaby,3146174697,0
MontrealAI,3173970322,0
wieslawsoltes,3213464756,0
CharlVS,3213630184,0
tamnd,3187087665,0
tamnd,3261880846,0
StephenDev0,3115865977,0
mldangelo,3076155796,0
shinnku-nikaidou,3160764254,0
baogorek,3095366301,0
osori,3184757152,0
MihaiCristianCondrea,3213340815,0
thehunmonkgroup,3084632731,0
theosanderson,3076846124,0
wieslawsoltes,3245063100,0
wieslawsoltes,3245069472,0
MontrealAI,3261617067,0
retrage,3126369977,0
jdereg,3160234978,0
MontrealAI,3147743985,0
MontrealAI,3105994560,0
tamnd,3165875585,0
MontrealAI,3246613280,0
MontrealAI,3245533684,0
tamnd,3235303876,0
tamnd,3260867450,0
DivineOmega,3073100795,0
MihaiCristianCondrea,3220513687,0
tamnd,3156116146,0
tamnd,3156130357,0
tamnd,3157228301,0
tamnd,3157337394,0
tamnd,3157352928,0
tamnd,3157353430,0
mldangelo,3139244261,0
richiemcilroy,3156535816,0
katspaugh,3098415018,0
MontrealAI,3216546890,0
tamnd,3147166547,0
steipete,3215465391,0
tamnd,3264533374,0
MontrealAI,3100528436,0
MontrealAI,3101080384,0
MontrealAI,3088947381,0
DragonJAR,3261805662,0
theosanderson,3078102252,0
tamnd,3226463092,0
tamnd,3226464624,0
jdereg,3166698832,0
MontrealAI,3230524367,0
MihaiCristianCondrea,3177003644,0
tamnd,3181849949,0
MontrealAI,3205509881,0
sserrata,3192180322,0
dlwh,3232907355,0
tamnd,3181714543,0
rgerhards,3120024607,0
tamnd,3217752052,0
tamnd,3217765712,0
tamnd,3217925086,0
tamnd,3218038197,0
Frooodle,3110814854,0
patmmccann,3111134182,0
tamnd,3198102187,0
tamnd,3198118230,0
tamnd,3242482438,0
lukaszsamson,3152808680,0
tamnd,3240473350,0
wieslawsoltes,3175430764,0
theepicsaxguy,3119286828,0
tamnd,3266304445,0
sandys,3267370483,0
bashmohandes,3125836863,0
jdereg,3147285474,0
MihaiCristianCondrea,3196379005,0
nicarq,3155637347,0
richiemcilroy,3265409520,0
tamnd,3246835826,0
tamnd,3246836890,0
tamnd,3246859378,0
buddhika75,3134041431,0
tamnd,3121492916,0
MontrealAI,3107561180,0
tamnd,3192105943,0
tamnd,3117952427,0
tamnd,3135703354,0
MontrealAI,3185493165,0
tamnd,3144006835,0
Rello,3128161688,0
MontrealAI,3128353754,0
Wtrwx,3225073581,0
tamnd,3153481506,0
cmpadden,3173112425,0
georgi,3088662920,0
ensideanderson12,3127485640,0
tamnd,3164710105,0
tamnd,3222309167,0
tamnd,3269084185,0
tamnd,3269178603,0
ToJen,3148015839,0
danielweinmann,3084752177,0
tamnd,3205250429,0
tamnd,3205282213,0
tamnd,3205334753,0
MontrealAI,3135267807,0
mfreeman451,3164790036,0
MontrealAI,3088502353,0
louwers,3119001217,0
theepicsaxguy,3119365569,0
selcukorkmaz,3153032564,0
binarybaron,3127165651,0
MontrealAI,3205045526,0
alexanderjeurissen,3121587693,0
MontrealAI,3237719524,0
tamnd,3237839187,0
tamnd,3200850290,0
briangu,3077457347,0
peter-lawrey,3089552025,0
tamnd,3257003648,0
tamnd,3257094876,0
bmander,3226874756,0
rbjarnason,3104540080,0
MontrealAI,3104603350,0
MontrealAI,3104739188,0
obi1kenobi,3150061361,0
tamnd,3258718452,0
tamnd,3215703418,0
tamnd,3215717213,0
MontrealAI,3126318475,0
cokice,3127112925,0
iambriccardo,3151425699,0
tamnd,3177795116,0
MontrealAI,3241734107,0
tamnd,3155557624,0
n3d1117,3115228935,0
tamnd,3165111789,0
sserrata,3184032336,0
dlwh,3245040053,0
wieslawsoltes,3246159859,0
MontrealAI,3225481882,0
tamnd,3266939163,0
MontrealAI,3110122221,0
MontrealAI,3239663423,0
JeremyTheocharis,3083555562,0
JeanMeijer,3240168050,0
MontrealAI,3142025857,0
simba-git,3196700087,0
DannyMac180,3117539595,0
toyamarinyon,3199312011,0
MontrealAI,3239591275,0
MontrealAI,3073909006,0
MontrealAI,3074127016,0
MontrealAI,3074281509,0
MontrealAI,3078150036,0
tamnd,3203958966,0
tamnd,3204011769,0
tamnd,3204153133,0
lukaszsamson,3135852561,0
peter-lawrey,3090772487,0
tamnd,3129046243,0
atupem,3216859277,0
evandempsey,3073293163,0
toyamarinyon,3089911580,0
MontrealAI,3090054888,0
hetrixtools,3153744902,0
ryokun6,3072174103,0
EricLBuehler,3070921509,0
tamnd,3249011187,0
tamnd,3249012364,0
tamnd,3249175500,0
tamnd,3249362332,0
tamnd,3198018153,0
MihaiCristianCondrea,3157994432,0
dlwh,3204479396,0
MontrealAI,3101799452,0
tamnd,3246466213,0
tamnd,3246474501,0
tamnd,3245496334,0
tamnd,3245501898,0
tamnd,3245542421,0
MontrealAI,3177213963,0
MontrealAI,3121523155,0
glassBead-tc,3164627861,0
tamnd,3235678050,0
tamnd,3235704483,0
georgi,3091663311,0
MontrealAI,3245710532,0
tamnd,3132534794,0
MontrealAI,3144313802,0
MontrealAI,3087692043,0
tamnd,3256630936,0
tamnd,3274644247,0
DannyMac180,3094421274,0
tamnd,3258038223,0
tamnd,3258053984,0
tamnd,3258101730,0
MontrealAI,3128483349,0
MontrealAI,3267178083,0
georgi,3166155272,0
tamnd,3202673408,0
tamnd,3132166020,0
tamnd,3273683855,0
tamnd,3273771476,0
tamnd,3273783814,0
tamnd,3273828428,0
dongaba,3118787514,0
MontrealAI,3123330256,0
MontrealAI,3123416100,0
MontrealAI,3121301668,0
tamnd,3150014828,0
MontrealAI,3078811115,0
tamnd,3131906201,0
MontrealAI,3160690698,0
claudfuen,3122285142,0
mfreeman451,3161987371,0
0x4D31,3070950787,0
peter-lawrey,3070997610,0
tamnd,3188097414,0
MontrealAI,3134343600,0
tamnd,3139855233,0
MontrealAI,3087667966,0
sebastianwessel,3163132510,0
peter-lawrey,3107798608,0
peter-lawrey,3107828329,0
DivineOmega,3073134972,0
lyqht,3112243996,0
marsninja,3148090723,0
durswd,3089183766,0
MontrealAI,3245833243,0
MontrealAI,3071024554,0
MontrealAI,3071102088,0
MontrealAI,3071112291,0
MontrealAI,3071117589,0
MontrealAI,3163545601,0
tamnd,3173469262,0
Blaizzy,3070073577,0
MontrealAI,3226702822,0
tamnd,3253143900,0
tamnd,3253358121,0
tamnd,3253372698,0
tamnd,3253376455,0
tamnd,3253476876,0
obi1kenobi,3147598433,0
wieslawsoltes,3102791084,0
peter-lawrey,3113580516,0
peter-lawrey,3113594144,0
tamnd,3275937319,0
tamnd,3196250545,0
dlwh,3189893076,0
MontrealAI,3186370534,0
MontrealAI,3121698073,0
tamnd,3177620591,0
tamnd,3177668865,0
sashabaranov,3222863453,0
Rello,3226805102,0
tamnd,3219232170,0
dlwh,3244510942,0
tamnd,3275817362,0
tamnd,3206215516,0
tamnd,3206216966,0
tamnd,3206263788,0
tamnd,3206320773,0
tamnd,3206322049,0
tamnd,3206322502,0
MontrealAI,3207061245,0
MihaiCristianCondrea,3154493094,0
joewandy,3119475347,0
tamnd,3271680695,0
tamnd,3271731909,0
tamnd,3271795947,0
CharlVS,3233842275,0
MontrealAI,3233834746,0
MontrealAI,3185399443,0
QuinnDamerell,3206691431,0
kern,3237979745,0
MontrealAI,3072008861,0
MontrealAI,3072043075,0
0x4D31,3070582552,0
MontrealAI,3186660920,0
patmmccann,3236242051,0
benfdking,3070606435,0
tamnd,3225993880,0
wilx,3199858735,0
MontrealAI,3084255394,0
tamnd,3176376362,0
nicarq,3158705905,0
lukaszsamson,3155915653,0
peter-lawrey,3070964616,0
arondeparon,3136704727,0
tamnd,3245987151,0
tamnd,3245990825,0
tamnd,3246015985,0
tamnd,3246016032,0
tamnd,3246019749,0
tamnd,3246020947,0
tamnd,3246022286,0
tamnd,3244968620,0
tamnd,3244979962,0
tamnd,3245020353,0
tamnd,3245021573,0
tamnd,3245048374,0
wieslawsoltes,3245068480,0
242816,3145664381,0
mfreeman451,3174039853,0
jchris,3130515409,0
MontrealAI,3203489170,0
tamnd,3276043045,0
tamnd,3276046080,0
tamnd,3276065543,0
tamnd,3276108898,0
tamnd,3276115400,0
tamnd,3276134439,0
wieslawsoltes,3083925625,0
MontrealAI,3261028363,0
tamnd,3206055117,0
tamnd,3206118970,0
tamnd,3206140413,0
MontrealAI,3186953867,0
tamnd,3148589375,0
tamnd,3148617749,0
tamnd,3148618715,0
tamnd,3148876038,0
tamnd,3148950057,0
mldangelo,3071362457,0
wieslawsoltes,3078123228,0
VerisimilitudeX,3074552482,0
almond-bongbong,3080367495,0
lukaszsamson,3149492276,0
CharlVS,3189101308,0
achantavy,3131618459,0
binarybaron,3076741311,0
MontrealAI,3154149006,0
colebemis,3122574580,0
admineral,3122455810,0
MontrealAI,3094551502,0
peter-lawrey,3094662514,0
thomasloupe,3132470850,0
MontrealAI,3243819543,0
shinnku-nikaidou,3198029280,0
JamesHenry,3088491554,0
tamnd,3206718299,0
ianmacartney,3089598018,0
ianmacartney,3089598132,0
MontrealAI,3103980064,0
MontrealAI,3168370702,0
isamu,3201224059,0
MontrealAI,3095732878,0
dlwh,3247415744,0
MihaiCristianCondrea,3225687199,0
DannyMac180,3115919891,0
gbrayhan,3197342256,0
tamnd,3164016091,0
ryokun6,3070202885,0
katspaugh,3247599032,0
theepicsaxguy,3127626085,0
tamnd,3188631142,0
tamnd,3188829075,0
tamnd,3188849307,0
tamnd,3250959028,0
tamnd,3251288785,0
tamnd,3251349769,0
MontrealAI,3201277135,0
panarch,3165636914,0
tamnd,3267263314,0
tamnd,3267264545,0
MontrealAI,3217441403,0
tamnd,3147311090,0
tamnd,3147311171,0
tamnd,3147315406,0
tamnd,3147348552,0
tamnd,3147348565,0
tamnd,3147348660,0
mldangelo,3071155018,0
MontrealAI,3244807944,0
tamnd,3156254013,0
tamnd,3156364627,0
tamnd,3156371675,0
tamnd,3156610295,0
tamnd,3156619629,0
MontrealAI,3090019538,0
MontrealAI,3161553201,0
MontrealAI,3101966030,0
tamnd,3244903241,0
tamnd,3152155952,0
mfreeman451,3152348830,0
wieslawsoltes,3246170884,0
tamnd,3215196395,0
tamnd,3275664080,0
tamnd,3128460183,0
tamnd,3155597153,0
tamnd,3155604042,0
baogorek,3091328464,0
tamnd,3254905754,0
tamnd,3255139204,0
MontrealAI,3166520755,0
MontrealAI,3097409106,0
alexanmtz,3117571560,0
MontrealAI,3161787913,0
tamnd,3202548581,0
rbjarnason,3157854493,0
MontrealAI,3232706183,0
kolaente,3277238861,0
ryokun6,3089295496,0
DannyMac180,3100285488,0
tamnd,3182445067,0
buddhika75,3203948662,0
tamnd,3203961663,0
tamnd,3172846306,0
tamnd,3216468919,0
mfreeman451,3164685825,0
MontrealAI,3164689591,0
tamnd,3141889566,0
MontrealAI,3125050521,0
samayo,3134753386,0
jlowin,3071143061,0
dlwh,3205797076,0
tamnd,3225993619,0
tamnd,3226091019,0
buddhika75,3131700140,0
VerisimilitudeX,3070193198,0
roryaronson,3164813640,0
242816,3159418773,0
tamnd,3248051682,0
tamnd,3248111401,0
tamnd,3242180548,0
panarch,3132134051,0
tamnd,3144259315,0
tamnd,3144327539,0
tamnd,3144362685,0
tamnd,3144466426,0
tamnd,3144474628,0
ishaan-jaff,3126187486,0
MontrealAI,3273944525,0
tamnd,3181432046,0
janbjorge,3116693250,0
MontrealAI,3143709190,0
tamnd,3168217105,0
tamnd,3168355122,0
tamnd,3170117063,0
tamnd,3170127249,0
wieslawsoltes,3087497184,0
wintonzheng,3278236128,0
DTTerastar,3115834580,0
tamnd,3267644680,0
tamnd,3267680423,0
tamnd,3267884304,0
tamnd,3268092335,0
sebdah,3216980260,0
tamnd,3209784976,0
tamnd,3209799144,0
tamnd,3209820472,0
tamnd,3209833618,0
CamDavidsonPilon,3161478348,0
CamDavidsonPilon,3161456147,0
marsninja,3091829169,0
MontrealAI,3092087061,0
tamnd,3151668568,0
tamnd,3151766801,0
tamnd,3118443958,0
tamnd,3175939220,0
tamnd,3175911645,0
theepicsaxguy,3117420092,0
sfmskywalker,3093078361,0
tamnd,3116155378,0
tamnd,3224642939,0
tamnd,3224654158,0
MontrealAI,3185592964,0
Torantulino,3173207586,0
wieslawsoltes,3225248115,0
tamnd,3190322535,0
tamnd,3190551475,0
Bekacru,3164205825,0
davidmigloz,3149093831,0
peter-lawrey,3109450646,0
peter-lawrey,3109837819,0
peter-lawrey,3109846145,0
MontrealAI,3109980354,0
miguel5612,3119386328,0
theosanderson,3078077143,0
tamnd,3207853793,0
tamnd,3207984596,0
tamnd,3208325310,0
tamnd,3208340450,0
tamnd,3208342421,0
tamnd,3208356164,0
tamnd,3208429577,0
wieslawsoltes,3246165689,0
tamnd,3173608577,0
MontrealAI,3226808078,0
georgi,3079485942,0
tamnd,3226698353,0
242816,3142531684,0
StephenDev0,3241700977,0
rickwierenga,3135029028,0
Rello,3077126312,0
tamnd,3137270371,0
Chemaclass,3097461388,0
tamnd,3127865326,0
tamnd,3137633666,0
tamnd,3137583618,0
MontrealAI,3243568724,0
tamnd,3216698011,0
tamnd,3216722749,0
tamnd,3216855812,0
roeniss,3255138054,0
tamnd,3223908947,0
wieslawsoltes,3224160735,0
tamnd,3153790574,0
tamnd,3154073810,0
tamnd,3225372734,0
tamnd,3225480566,0
buddhika75,3147031544,0
tamnd,3230954714,0
tamnd,3231058019,0
